fixture_id,team_id,team_name,opponent_team_id,home_flag,player_id,player_name,minutes,rating,position,date,rolling_rating_3,rolling_minutes_3,rolling_rating_5,rolling_minutes_5,rolling_rating_std_5,days_since_last_match,fatigue_ratio,form_delta,match_count,team_fixture_avg_rating,opponent_fixture_avg_rating,opponent_rolling_avg_rating,target_next_rating,target_delta,target_outperform,prob_outperform,predicted_delta,expected_rating,fitness_score,decision
1038305,531,Athletic Club,538,0,47282,Raúl García,28.0,6.2,M,2024-05-15 20:00:00+00:00,6.2,28.0,6.2,28.0,,7.0,0.0622222222222222,0.0,1,6.58125,6.8625,6.8625,6.3,0.0999999999999996,1,0.8156308315631904,0.4961562591647357,6.696156259164736,0.9377777777777778,UNASSIGNED
1038307,543,Real Betis,534,0,1439,Héctor Bellerín,45.0,6.7,D,2024-05-16 17:30:00+00:00,6.7,45.0,6.7,45.0,,7.0,0.1,0.0,1,6.7875,6.842857142857143,6.842857142857143,6.9,0.2000000000000001,1,0.49008777151689553,0.1389806404363427,6.8389806404363425,0.9,UNASSIGNED
1038307,534,Las Palmas,543,1,122468,Saul Coco,90.0,6.5,D,2024-05-16 17:30:00+00:00,6.5,90.0,6.5,90.0,,7.0,0.2,0.0,1,6.842857142857143,6.7875,6.7875,6.3,-0.2000000000000001,0,0.6886454304088695,0.2605853346866698,6.76058533468667,0.8,UNASSIGNED
1038307,534,Las Palmas,543,1,46990,Álvaro Valles,90.0,6.9,G,2024-05-16 17:30:00+00:00,6.9,90.0,6.9,90.0,,7.0,0.2,0.0,1,6.842857142857143,6.7875,6.7875,8.0,1.0999999999999996,1,0.2644596871457526,-0.0508894369905592,6.849110563009441,0.8,UNASSIGNED
1038307,534,Las Palmas,543,1,70315,Kirian Rodríguez,90.0,7.0,M,2024-05-16 17:30:00+00:00,7.0,90.0,7.0,90.0,,7.0,0.2,0.0,1,6.842857142857143,6.7875,6.7875,7.2,0.2000000000000001,1,0.25029576785954816,-0.08452475602533481,6.915475243974665,0.8,UNASSIGNED
1038307,543,Real Betis,534,0,185477,Rodri Sánchez,15.0,6.9,M,2024-05-16 17:30:00+00:00,6.9,15.0,6.9,15.0,,7.0,0.0333333333333333,0.0,1,6.7875,6.842857142857143,6.842857142857143,6.9,0.0,0,0.3440693443981862,-0.07275367649522047,6.82724632350478,0.9666666666666667,UNASSIGNED
1038307,534,Las Palmas,543,1,47393,Marc Cardona,24.0,6.9,F,2024-05-16 17:30:00+00:00,6.9,24.0,6.9,24.0,,7.0,0.0533333333333333,0.0,1,6.842857142857143,6.7875,6.7875,7.2,0.2999999999999998,1,0.39275955971053755,-0.05220850253791685,6.847791497462084,0.9466666666666667,UNASSIGNED
1038307,543,Real Betis,534,0,1450,Sokratis,90.0,6.5,D,2024-05-16 17:30:00+00:00,6.5,90.0,6.5,90.0,,7.0,0.2,0.0,1,6.7875,6.842857142857143,6.842857142857143,8.0,1.5,1,0.6957803863898899,0.28233980299239797,6.782339802992398,0.8,UNASSIGNED
1038307,543,Real Betis,534,0,47341,Marc Roca,75.0,6.7,M,2024-05-16 17:30:00+00:00,6.7,75.0,6.7,75.0,,7.0,0.1666666666666666,0.0,1,6.7875,6.842857142857143,6.842857142857143,7.0,0.2999999999999998,1,0.5236623736487981,0.1975842132407724,6.897584213240773,0.8333333333333334,UNASSIGNED
1038302,723,Almeria,529,1,47525,Anthony Lozano,59.0,6.9,F,2024-05-16 19:30:00+00:00,6.9,59.0,6.9,59.0,,7.0,0.1311111111111111,0.0,1,6.6875,7.15625,7.15625,6.9,0.0,0,0.22843822727787222,-0.1819404164821849,6.718059583517816,0.8688888888888889,UNASSIGNED
1038302,529,Barcelona,723,0,2670,Iñigo Martínez,90.0,7.3,D,2024-05-16 19:30:00+00:00,7.3,90.0,7.3,90.0,,7.0,0.2,0.0,1,7.15625,6.6875,6.6875,6.7,-0.5999999999999996,0,0.19249335965102735,-0.3730928804690051,6.926907119530995,0.8,UNASSIGNED
1038302,529,Barcelona,723,0,127,Marc-André ter Stegen,90.0,7.3,G,2024-05-16 19:30:00+00:00,7.3,90.0,7.3,90.0,,7.0,0.2,0.0,1,7.15625,6.6875,6.6875,7.9,0.6000000000000005,1,0.19249335965102735,-0.3730928804690051,6.926907119530995,0.8,UNASSIGNED
1038302,723,Almeria,529,1,263812,Luka Romero,31.0,6.7,F,2024-05-16 19:30:00+00:00,6.7,31.0,6.7,31.0,,7.0,0.0688888888888888,0.0,1,6.6875,7.15625,7.15625,6.6,-0.1000000000000005,0,0.4296659644226683,0.12108850801925147,6.821088508019252,0.9311111111111112,UNASSIGNED
1038302,529,Barcelona,723,0,931,Ferran Torres,73.0,6.9,F,2024-05-16 19:30:00+00:00,6.9,73.0,6.9,73.0,,7.0,0.1622222222222222,0.0,1,7.15625,6.6875,6.6875,6.9,0.0,0,0.27052821740364186,-0.06735861063237704,6.832641389367623,0.8377777777777777,UNASSIGNED
1038302,723,Almeria,529,1,295793,Marc Pubill,81.0,6.3,D,2024-05-16 19:30:00+00:00,6.3,81.0,6.3,81.0,,7.0,0.18,0.0,1,6.6875,7.15625,7.15625,7.7,1.4000000000000004,1,0.7666122651539046,0.5710032485985775,6.871003248598577,0.8200000000000001,UNASSIGNED
1038302,529,Barcelona,723,0,583,João Félix,21.0,6.2,F,2024-05-16 19:30:00+00:00,6.2,21.0,6.2,21.0,,7.0,0.0466666666666666,0.0,1,7.15625,6.6875,6.6875,6.6,0.3999999999999994,1,0.846925479463336,0.41379756722842664,6.613797567228427,0.9533333333333334,UNASSIGNED
1038302,529,Barcelona,723,0,1257,Jules Koundé,90.0,7.5,D,2024-05-16 19:30:00+00:00,7.5,90.0,7.5,90.0,,7.0,0.2,0.0,1,7.15625,6.6875,6.6875,6.7,-0.7999999999999998,0,0.18299005236500462,-0.3761090770497881,7.123890922950212,0.8,UNASSIGNED
1038302,723,Almeria,529,1,12667,Jonathan Viera,69.0,6.3,M,2024-05-16 19:30:00+00:00,6.3,69.0,6.3,69.0,,7.0,0.1533333333333333,0.0,1,6.6875,7.15625,7.15625,8.2,1.8999999999999997,1,0.7607541962053541,0.593978177253936,6.893978177253936,0.8466666666666667,UNASSIGNED
1038302,723,Almeria,529,1,2873,César Montes,90.0,7.2,D,2024-05-16 19:30:00+00:00,7.2,90.0,7.2,90.0,,7.0,0.2,0.0,1,6.6875,7.15625,7.15625,6.7,-0.5,0,0.19950948807700963,-0.37943709938182146,6.820562900618179,0.8,UNASSIGNED
1038302,723,Almeria,529,1,914,Álex Centelles,10.0,6.7,D,2024-05-16 19:30:00+00:00,6.7,10.0,6.7,10.0,,7.0,0.0222222222222222,0.0,1,6.6875,7.15625,7.15625,7.3,0.5999999999999996,1,0.4833563358337822,0.12341494406201757,6.8234149440620175,0.9777777777777779,UNASSIGNED
1038302,529,Barcelona,723,0,855,João Cancelo,17.0,6.7,D,2024-05-16 19:30:00+00:00,6.7,17.0,6.7,17.0,,7.0,0.0377777777777777,0.0,1,7.15625,6.6875,6.6875,7.9,1.2000000000000002,1,0.5656895146897347,0.15090550718626938,6.85090550718627,0.9622222222222223,UNASSIGNED
1038302,529,Barcelona,723,0,340279,Vitor Roque,17.0,6.7,F,2024-05-16 19:30:00+00:00,6.7,17.0,6.7,17.0,,7.0,0.0377777777777777,0.0,1,7.15625,6.6875,6.6875,6.5,-0.2000000000000001,0,0.5656895146897347,0.15090550718626938,6.85090550718627,0.9622222222222223,UNASSIGNED
1038302,723,Almeria,529,1,46688,Alejandro Pozo,9.0,6.7,D,2024-05-16 19:30:00+00:00,6.7,9.0,6.7,9.0,,7.0,0.02,0.0,1,6.6875,7.15625,7.15625,6.3,-0.4000000000000003,0,0.4833563358337822,0.12341494406201757,6.8234149440620175,0.98,UNASSIGNED
1038304,532,Valencia,548,0,1482,Thierry Correia,60.0,6.3,D,2024-05-16 20:00:00+00:00,6.3,60.0,6.3,60.0,,7.0,0.1333333333333333,0.0,1,6.5875,7.10625,7.10625,7.0,0.7000000000000002,1,0.7578369449699535,0.5017430434158316,6.801743043415831,0.8666666666666667,UNASSIGNED
1038304,532,Valencia,548,0,288074,Alberto Mari,19.0,6.7,F,2024-05-16 20:00:00+00:00,6.7,19.0,6.7,19.0,,7.0,0.0422222222222222,0.0,1,6.5875,7.10625,7.10625,7.6,0.8999999999999995,1,0.5542032046273119,0.13349183652616758,6.833491836526168,0.9577777777777778,UNASSIGNED
1038304,548,Real Sociedad,532,1,2063,André Silva,75.0,7.2,F,2024-05-16 20:00:00+00:00,7.2,75.0,7.2,75.0,,7.0,0.1666666666666666,0.0,1,7.10625,6.5875,6.5875,6.3,-0.9000000000000004,0,0.22710239314288855,-0.3309030223977241,6.869096977602276,0.8333333333333334,UNASSIGNED
1038304,532,Valencia,548,0,161875,Hugo González,19.0,6.2,M,2024-05-16 20:00:00+00:00,6.2,19.0,6.2,19.0,,7.0,0.0422222222222222,0.0,1,6.5875,7.10625,7.10625,6.3,0.0999999999999996,1,0.8549020026728719,0.5077523187373978,6.707752318737398,0.9577777777777778,UNASSIGNED
1038304,532,Valencia,548,0,19352,Sergi Canós,30.0,6.6,M,2024-05-16 20:00:00+00:00,6.6,30.0,6.6,30.0,,7.0,0.0666666666666666,0.0,1,6.5875,7.10625,7.10625,7.7,1.1000000000000003,1,0.6011253706813061,0.1349857489765068,6.734985748976507,0.9333333333333333,UNASSIGNED
1038304,548,Real Sociedad,532,1,1117,Kieran Tierney,82.0,7.2,D,2024-05-16 20:00:00+00:00,7.2,82.0,7.2,82.0,,7.0,0.1822222222222222,0.0,1,7.10625,6.5875,6.5875,7.2,0.0,0,0.22547386596146363,-0.32776147510032094,6.87223852489968,0.8177777777777778,UNASSIGNED
1038304,532,Valencia,548,0,919,Hugo Guillamón,90.0,6.6,M,2024-05-16 20:00:00+00:00,6.6,90.0,6.6,90.0,,7.0,0.2,0.0,1,6.5875,7.10625,7.10625,6.7,0.1000000000000005,1,0.626359728296964,0.21288910522167903,6.812889105221679,0.8,UNASSIGNED
1038304,548,Real Sociedad,532,1,268960,Arsen Zakharyan,60.0,6.7,M,2024-05-16 20:00:00+00:00,6.7,60.0,6.7,60.0,,7.0,0.1333333333333333,0.0,1,7.10625,6.5875,6.5875,7.2,0.5,1,0.48181524308846635,0.16547424328244456,6.865474243282445,0.8666666666666667,UNASSIGNED
1038317,542,Alaves,546,1,47355,Rubén Duarte,90.0,7.3,D,2024-05-18 19:00:00+00:00,7.3,90.0,7.3,90.0,,7.0,0.2,0.0,1,7.0,6.61875,6.61875,7.2,-0.0999999999999996,0,0.19142793557710694,-0.356898544485535,6.943101455514465,0.8,UNASSIGNED
1038317,546,Getafe,542,0,897,Mason Greenwood,90.0,6.9,F,2024-05-18 19:00:00+00:00,7.25,180.0,7.25,180.0,0.4949747468305827,2.0,0.4,-0.3499999999999996,2,6.61875,7.0,7.0,7.3,0.0499999999999998,1,0.3867513398041864,-0.07795234254586303,7.1720476574541365,0.6,UNASSIGNED
1038317,546,Getafe,542,0,465838,Alberto Risco,34.0,6.9,M,2024-05-18 19:00:00+00:00,6.6,54.0,6.6,54.0,0.4242640687119292,2.0,0.12,0.3000000000000007,2,6.61875,7.0,7.0,7.2,0.6000000000000005,1,0.6114514801634657,0.35769852180058576,6.957698521800586,0.88,UNASSIGNED
1038317,546,Getafe,542,0,325415,Nabil Aberdin,90.0,6.3,D,2024-05-18 19:00:00+00:00,6.3,90.0,6.3,90.0,,7.0,0.2,0.0,1,6.61875,7.0,7.0,6.2,-0.0999999999999996,0,0.7592722368636871,0.47121480925349696,6.771214809253497,0.8,UNASSIGNED
1038317,546,Getafe,542,0,2824,Nemanja Maksimović,90.0,7.2,M,2024-05-18 19:00:00+00:00,6.9,180.0,6.9,180.0,0.4242640687119285,2.0,0.4,0.2999999999999998,2,6.61875,7.0,7.0,7.2,0.2999999999999998,1,0.48832253479636306,0.12374145824109771,7.023741458241098,0.6,UNASSIGNED
1038317,542,Alaves,546,1,358628,Samuel Omorodion,49.0,7.0,F,2024-05-18 19:00:00+00:00,7.0,49.0,7.0,49.0,,7.0,0.1088888888888888,0.0,1,7.0,6.61875,6.58375,6.7,-0.2999999999999998,0,0.2461784585362596,-0.087492704082754,6.912507295917246,0.8911111111111112,UNASSIGNED
1038317,546,Getafe,542,0,51449,Gastón Álvarez,90.0,6.9,D,2024-05-18 19:00:00+00:00,6.550000000000001,180.0,6.550000000000001,180.0,0.494974746830583,2.0,0.4,0.3499999999999996,2,6.61875,7.0,7.0,6.9,0.3499999999999996,1,0.7754658592902258,0.33709242743216206,6.8870924274321625,0.6,UNASSIGNED
1038317,542,Alaves,546,1,122471,Jesús Owono,90.0,7.6,G,2024-05-18 19:00:00+00:00,7.6,90.0,7.6,90.0,,7.0,0.2,0.0,1,7.0,6.61875,6.61875,7.5,-0.0999999999999996,0,0.17164607605448315,-0.3367363672146076,7.263263632785392,0.8,UNASSIGNED
1038317,542,Alaves,546,1,46813,Abdelkabir Abqar,90.0,7.3,D,2024-05-18 19:00:00+00:00,7.3,90.0,7.3,90.0,,7.0,0.2,0.0,1,7.0,6.61875,6.592499999999999,6.6,-0.7000000000000002,0,0.17410623153459398,-0.356898544485535,6.943101455514465,0.8,UNASSIGNED
1038318,723,Almeria,798,0,1565,Edgar González,90.0,7.2,M,2024-05-19 17:00:00+00:00,7.2,90.0,7.2,90.0,,7.0,0.2,0.0,1,6.8375,7.0125,7.0125,6.3,-0.9000000000000004,0,0.2028822259781425,-0.4056899594366233,6.794310040563377,0.8,UNASSIGNED
1038318,723,Almeria,798,0,129,Chumi,90.0,6.7,D,2024-05-19 17:00:00+00:00,6.35,180.0,6.35,180.0,0.4949747468305837,2.0,0.4,0.3500000000000005,2,6.8375,7.0125,7.0125,6.3,-0.0499999999999998,0,0.7866236598076839,0.5567585865476077,6.906758586547607,0.6,UNASSIGNED
