fixture_id,team_id,team_name,opponent_team_id,home_flag,player_id,player_name,minutes,rating,position,date,rolling_rating_3,rolling_minutes_3,rolling_rating_5,rolling_minutes_5,rolling_rating_std_5,days_since_last_match,fatigue_ratio,form_delta,match_count,team_fixture_avg_rating,opponent_fixture_avg_rating,opponent_rolling_avg_rating,target_next_rating,target_delta,target_outperform
1038308,536,Sevilla,724,1,760,Mariano Díaz,17.0,6.7,F,2024-05-15 17:30:00+00:00,6.7,17.0,6.7,17.0,,7.0,0.03777777777777778,0.0,1,6.96,7.03125,7.03125,6.9,0.20000000000000018,1
1038308,536,Sevilla,724,1,47422,Youssef En-Nesyri,90.0,6.3,F,2024-05-15 17:30:00+00:00,6.3,90.0,6.3,90.0,,7.0,0.2,0.0,1,6.96,7.03125,7.03125,7.7,1.4000000000000004,1
1038310,728,Rayo Vallecano,715,1,47543,Álvaro García,88.0,6.9,M,2024-05-15 17:30:00+00:00,6.9,88.0,6.9,88.0,,7.0,0.19555555555555557,0.0,1,6.40625,6.793333333333334,6.793333333333334,6.6,-0.3000000000000007,0
1038310,728,Rayo Vallecano,715,1,128582,Jorge de Frutos,25.0,6.9,F,2024-05-15 17:30:00+00:00,6.9,25.0,6.9,25.0,,7.0,0.05555555555555555,0.0,1,6.40625,6.793333333333334,6.793333333333334,7.5,0.5999999999999996,1
1038308,724,Cadiz,536,0,47471,Roger Martí,61.0,6.9,F,2024-05-15 17:30:00+00:00,6.9,61.0,6.9,61.0,,7.0,0.13555555555555557,0.0,1,7.03125,6.96,6.96,6.7,-0.20000000000000018,0
1038308,724,Cadiz,536,0,47485,Rubén Alcaraz,90.0,7.5,M,2024-05-15 17:30:00+00:00,7.5,90.0,7.5,90.0,,7.0,0.2,0.0,1,7.03125,6.96,6.96,5.9,-1.5999999999999996,0
1038310,728,Rayo Vallecano,715,1,131546,Isi Palazón,88.0,7.9,M,2024-05-15 17:30:00+00:00,7.9,88.0,7.9,88.0,,7.0,0.19555555555555557,0.0,1,6.40625,6.793333333333334,6.793333333333334,6.9,-1.0,0
1038308,724,Cadiz,536,0,937,Rubén Sobrino,61.0,6.6,M,2024-05-15 17:30:00+00:00,6.6,61.0,6.6,61.0,,7.0,0.13555555555555557,0.0,1,7.03125,6.96,6.96,6.3,-0.2999999999999998,0
1038310,728,Rayo Vallecano,715,1,18895,Florian Lejeune,90.0,7.5,D,2024-05-15 17:30:00+00:00,7.5,90.0,7.5,90.0,,7.0,0.2,0.0,1,6.40625,6.793333333333334,6.793333333333334,7.6,0.09999999999999964,1
1038308,724,Cadiz,536,0,47495,Sergi Guardiola,29.0,7.0,F,2024-05-15 17:30:00+00:00,7.0,29.0,7.0,29.0,,7.0,0.06444444444444444,0.0,1,7.03125,6.96,6.96,6.7,-0.2999999999999998,0
1038308,536,Sevilla,724,1,21004,Lucien Agoumé,90.0,7.3,M,2024-05-15 17:30:00+00:00,7.3,90.0,7.3,90.0,,7.0,0.2,0.0,1,6.96,7.03125,7.03125,7.0,-0.2999999999999998,0
1038308,536,Sevilla,724,1,25458,Dodi Lukebakio,45.0,7.2,F,2024-05-15 17:30:00+00:00,7.2,45.0,7.2,45.0,,7.0,0.1,0.0,1,6.96,7.03125,7.03125,5.9,-1.2999999999999998,0
1038308,536,Sevilla,724,1,22233,Boubakary Soumaré,90.0,6.9,M,2024-05-15 17:30:00+00:00,6.9,90.0,6.9,90.0,,7.0,0.2,0.0,1,6.96,7.03125,7.03125,7.6,0.6999999999999993,1
1038310,728,Rayo Vallecano,715,1,122657,Randy Nteka,10.0,3.0,M,2024-05-15 17:30:00+00:00,3.0,10.0,3.0,10.0,,7.0,0.022222222222222223,0.0,1,6.40625,6.793333333333334,6.793333333333334,6.6,3.5999999999999996,1
1038308,536,Sevilla,724,1,297311,Kike Salas,90.0,7.0,D,2024-05-15 17:30:00+00:00,7.0,90.0,7.0,90.0,,7.0,0.2,0.0,1,6.96,7.03125,7.03125,6.7,-0.2999999999999998,0
1038308,536,Sevilla,724,1,174918,Loïc Badé,90.0,7.3,D,2024-05-15 17:30:00+00:00,7.3,90.0,7.3,90.0,,7.0,0.2,0.0,1,6.96,7.03125,7.03125,6.9,-0.39999999999999947,0
1038310,728,Rayo Vallecano,715,1,107153,Kike Pérez,10.0,7.7,M,2024-05-15 17:30:00+00:00,7.7,10.0,7.7,10.0,,7.0,0.022222222222222223,0.0,1,6.40625,6.793333333333334,6.793333333333334,6.6,-1.1000000000000005,0
1038310,728,Rayo Vallecano,715,1,46759,Alfonso Espino,90.0,6.7,D,2024-05-15 17:30:00+00:00,6.7,90.0,6.7,90.0,,7.0,0.2,0.0,1,6.40625,6.793333333333334,6.793333333333334,6.6,-0.10000000000000053,0
1038308,724,Cadiz,536,0,51588,Brian Ocampo,10.0,6.9,F,2024-05-15 17:30:00+00:00,6.9,10.0,6.9,10.0,,7.0,0.022222222222222223,0.0,1,7.03125,6.96,6.96,6.9,0.0,0
1038308,724,Cadiz,536,0,47229,Fali,90.0,7.0,D,2024-05-15 17:30:00+00:00,7.0,90.0,7.0,90.0,,7.0,0.2,0.0,1,7.03125,6.96,6.96,6.7,-0.2999999999999998,0
1038310,728,Rayo Vallecano,715,1,47109,Óscar Valentín,78.0,6.3,M,2024-05-15 17:30:00+00:00,6.3,78.0,6.3,78.0,,7.0,0.17333333333333334,0.0,1,6.40625,6.793333333333334,6.793333333333334,6.9,0.6000000000000005,1
1038308,536,Sevilla,724,1,1911,Lucas Ocampos,84.0,6.2,M,2024-05-15 17:30:00+00:00,6.2,84.0,6.2,84.0,,7.0,0.18666666666666668,0.0,1,6.96,7.03125,7.03125,7.2,1.0,1
1038308,724,Cadiz,536,0,46849,Javier Hernández,89.0,7.0,D,2024-05-15 17:30:00+00:00,7.0,89.0,7.0,89.0,,7.0,0.19777777777777777,0.0,1,7.03125,6.96,6.96,5.9,-1.0999999999999996,0
1038308,536,Sevilla,724,1,738,Sergio Ramos,90.0,7.7,D,2024-05-15 17:30:00+00:00,7.7,90.0,7.7,90.0,,7.0,0.2,0.0,1,6.96,7.03125,7.03125,7.3,-0.40000000000000036,0
1038308,536,Sevilla,724,1,182772,Juanlu Sánchez,17.0,6.2,M,2024-05-15 17:30:00+00:00,6.2,17.0,6.2,17.0,,7.0,0.03777777777777778,0.0,1,6.96,7.03125,7.03125,6.9,0.7000000000000002,1
1038310,715,Granada CF,728,0,47414,Gerard Gumbau,90.0,6.7,M,2024-05-15 17:30:00+00:00,6.7,90.0,6.7,90.0,,7.0,0.2,0.0,1,6.793333333333334,6.40625,6.40625,6.9,0.20000000000000018,1
1038310,728,Rayo Vallecano,715,1,41552,Ismaila Ciss,12.0,6.3,M,2024-05-15 17:30:00+00:00,6.3,12.0,6.3,12.0,,7.0,0.02666666666666667,0.0,1,6.40625,6.793333333333334,6.793333333333334,7.0,0.7000000000000002,1
1038308,724,Cadiz,536,0,47388,Gonzalo Escalante,90.0,6.9,M,2024-05-15 17:30:00+00:00,6.9,90.0,6.9,90.0,,7.0,0.2,0.0,1,7.03125,6.96,6.96,6.3,-0.6000000000000005,0
1038310,728,Rayo Vallecano,715,1,20520,Iván Balliu,90.0,6.5,D,2024-05-15 17:30:00+00:00,6.5,90.0,6.5,90.0,,7.0,0.2,0.0,1,6.40625,6.793333333333334,6.793333333333334,7.2,0.7000000000000002,1
1038308,536,Sevilla,724,1,47329,Adrià Pedrosa,13.0,6.3,D,2024-05-15 17:30:00+00:00,6.3,13.0,6.3,13.0,,7.0,0.028888888888888888,0.0,1,6.96,7.03125,7.03125,7.6,1.2999999999999998,1
1038310,728,Rayo Vallecano,715,1,41973,Miguel Crespo,45.0,6.6,M,2024-05-15 17:30:00+00:00,6.6,45.0,6.6,45.0,,7.0,0.1,0.0,1,6.40625,6.793333333333334,6.793333333333334,6.7,0.10000000000000053,1
1038308,724,Cadiz,536,0,47320,Juanmi,29.0,7.0,F,2024-05-15 17:30:00+00:00,7.0,29.0,7.0,29.0,,7.0,0.06444444444444444,0.0,1,7.03125,6.96,6.96,6.5,-0.5,0
1038308,724,Cadiz,536,0,47307,Joseba Zaldúa,80.0,6.9,D,2024-05-15 17:30:00+00:00,6.9,80.0,6.9,80.0,,7.0,0.17777777777777778,0.0,1,7.03125,6.96,6.96,5.6,-1.3000000000000007,0
1038308,536,Sevilla,724,1,1650,Suso,45.0,6.9,M,2024-05-15 17:30:00+00:00,6.9,45.0,6.9,45.0,,7.0,0.1,0.0,1,6.96,7.03125,7.03125,6.6,-0.3000000000000007,0
1038310,728,Rayo Vallecano,715,1,47285,Unai López,45.0,6.7,M,2024-05-15 17:30:00+00:00,6.7,45.0,6.7,45.0,,7.0,0.1,0.0,1,6.40625,6.793333333333334,6.793333333333334,6.6,-0.10000000000000053,0
1038305,538,Celta Vigo,531,1,64309,Manuel Sánchez,45.0,6.3,M,2024-05-15 20:00:00+00:00,6.3,45.0,6.3,45.0,,7.0,0.1,0.0,1,6.8625,6.58125,6.58125,6.9,0.6000000000000005,1
1038305,538,Celta Vigo,531,1,67955,Carles Pérez,45.0,6.3,M,2024-05-15 20:00:00+00:00,6.3,45.0,6.3,45.0,,7.0,0.1,0.0,1,6.8625,6.58125,6.58125,6.3,0.0,0
1038305,531,Athletic Club,538,0,47007,Iñigo Ruiz de Galarreta,15.0,6.7,M,2024-05-15 20:00:00+00:00,6.7,15.0,6.7,15.0,,7.0,0.03333333333333333,0.0,1,6.58125,6.8625,6.8625,7.0,0.2999999999999998,1
1038306,546,Getafe,530,1,51449,Gastón Álvarez,90.0,6.2,D,2024-05-15 20:00:00+00:00,6.2,90.0,6.2,90.0,,7.0,0.2,0.0,1,6.575,7.292857142857143,7.292857142857143,6.9,0.7000000000000002,1
1038305,538,Celta Vigo,531,1,47435,Fran Beltrán,90.0,6.6,M,2024-05-15 20:00:00+00:00,6.6,90.0,6.6,90.0,,7.0,0.2,0.0,1,6.8625,6.58125,6.58125,6.0,-0.5999999999999996,0
1038306,546,Getafe,530,1,897,Mason Greenwood,90.0,7.6,F,2024-05-15 20:00:00+00:00,7.6,90.0,7.6,90.0,,7.0,0.2,0.0,1,6.575,7.292857142857143,7.292857142857143,6.9,-0.6999999999999993,0
1038306,546,Getafe,530,1,47085,Luis Milla,57.0,6.5,M,2024-05-15 20:00:00+00:00,6.5,57.0,6.5,57.0,,7.0,0.12666666666666668,0.0,1,6.575,7.292857142857143,7.292857142857143,6.3,-0.20000000000000018,0
1038305,538,Celta Vigo,531,1,329720,Hugo Álvarez,45.0,7.9,M,2024-05-15 20:00:00+00:00,7.9,45.0,7.9,45.0,,7.0,0.1,0.0,1,6.8625,6.58125,6.58125,6.7,-1.2000000000000002,0
1038305,531,Athletic Club,538,0,332308,Unai Gómez,90.0,6.9,M,2024-05-15 20:00:00+00:00,6.9,90.0,6.9,90.0,,7.0,0.2,0.0,1,6.58125,6.8625,6.8625,6.7,-0.20000000000000018,0
1038306,546,Getafe,530,1,47247,David Soria,90.0,6.3,G,2024-05-15 20:00:00+00:00,6.3,90.0,6.3,90.0,,7.0,0.2,0.0,1,6.575,7.292857142857143,7.292857142857143,6.5,0.20000000000000018,1
1038305,538,Celta Vigo,531,1,2032,Jørgen Strand Larsen,73.0,6.3,F,2024-05-15 20:00:00+00:00,6.3,73.0,6.3,73.0,,7.0,0.1622222222222222,0.0,1,6.8625,6.58125,6.58125,6.7,0.40000000000000036,1
1038305,531,Athletic Club,538,0,47270,Unai Simón,62.0,6.7,G,2024-05-15 20:00:00+00:00,6.7,62.0,6.7,62.0,,7.0,0.13777777777777778,0.0,1,6.58125,6.8625,6.8625,7.0,0.2999999999999998,1
1038305,531,Athletic Club,538,0,47271,Yeray Álvarez,90.0,6.2,D,2024-05-15 20:00:00+00:00,6.2,90.0,6.2,90.0,,7.0,0.2,0.0,1,6.58125,6.8625,6.8625,6.9,0.7000000000000002,1
1038305,531,Athletic Club,538,0,47276,Íñigo Lekue,90.0,6.3,D,2024-05-15 20:00:00+00:00,6.3,90.0,6.3,90.0,,7.0,0.2,0.0,1,6.58125,6.8625,6.8625,6.9,0.6000000000000005,1
1038305,531,Athletic Club,538,0,47281,Dani García,75.0,6.6,M,2024-05-15 20:00:00+00:00,6.6,75.0,6.6,75.0,,7.0,0.16666666666666666,0.0,1,6.58125,6.8625,6.8625,7.2,0.6000000000000005,1
1038306,530,Atletico Madrid,546,0,2472,Rodrigo de Paul,90.0,7.2,M,2024-05-15 20:00:00+00:00,7.2,90.0,7.2,90.0,,7.0,0.2,0.0,1,7.292857142857143,6.575,6.575,6.9,-0.2999999999999998,0
1038305,531,Athletic Club,538,0,47282,Raúl García,28.0,6.2,M,2024-05-15 20:00:00+00:00,6.2,28.0,6.2,28.0,,7.0,0.06222222222222222,0.0,1,6.58125,6.8625,6.8625,6.3,0.09999999999999964,1
1038306,530,Atletico Madrid,546,0,336594,Pablo Barrios,45.0,7.2,M,2024-05-15 20:00:00+00:00,7.2,45.0,7.2,45.0,,7.0,0.1,0.0,1,7.292857142857143,6.575,6.575,7.3,0.09999999999999964,1
1038306,530,Atletico Madrid,546,0,2280,César Azpilicueta,45.0,6.9,D,2024-05-15 20:00:00+00:00,6.9,45.0,6.9,45.0,,7.0,0.1,0.0,1,7.292857142857143,6.575,6.575,7.3,0.39999999999999947,1
1038306,546,Getafe,530,1,47416,Óscar Rodríguez,70.0,6.6,M,2024-05-15 20:00:00+00:00,6.6,70.0,6.6,70.0,,7.0,0.15555555555555556,0.0,1,6.575,7.292857142857143,7.292857142857143,7.2,0.6000000000000005,1
1038305,531,Athletic Club,538,0,47418,Mikel Vesga,15.0,6.6,M,2024-05-15 20:00:00+00:00,6.6,15.0,6.6,15.0,,7.0,0.03333333333333333,0.0,1,6.58125,6.8625,6.8625,6.3,-0.2999999999999998,0
1038305,538,Celta Vigo,531,1,47427,Iván Villar,90.0,6.5,G,2024-05-15 20:00:00+00:00,6.5,90.0,6.5,90.0,,7.0,0.2,0.0,1,6.8625,6.58125,6.58125,6.5,0.0,0
1038305,538,Celta Vigo,531,1,47445,Iago Aspas,45.0,6.9,F,2024-05-15 20:00:00+00:00,6.9,45.0,6.9,45.0,,7.0,0.1,0.0,1,6.8625,6.58125,6.58125,8.2,1.299999999999999,1
1038305,531,Athletic Club,538,0,30510,Álex Berenguer,90.0,7.3,M,2024-05-15 20:00:00+00:00,7.3,90.0,7.3,90.0,,7.0,0.2,0.0,1,6.58125,6.8625,6.8625,6.9,-0.39999999999999947,0
1038305,538,Celta Vigo,531,1,26845,Anastasios Douvikas,17.0,6.7,F,2024-05-15 20:00:00+00:00,6.7,17.0,6.7,17.0,,7.0,0.03777777777777778,0.0,1,6.8625,6.58125,6.58125,7.5,0.7999999999999998,1
1038305,531,Athletic Club,538,0,47294,Iñaki Williams,28.0,6.6,F,2024-05-15 20:00:00+00:00,6.6,28.0,6.6,28.0,,7.0,0.06222222222222222,0.0,1,6.58125,6.8625,6.8625,6.6,0.0,0
1038306,530,Atletico Madrid,546,0,753,Marcos Llorente,87.0,6.9,D,2024-05-15 20:00:00+00:00,6.9,87.0,6.9,87.0,,7.0,0.19333333333333333,0.0,1,7.292857142857143,6.575,6.575,8.2,1.299999999999999,1
1038306,530,Atletico Madrid,546,0,20,Axel Witsel,90.0,7.3,D,2024-05-15 20:00:00+00:00,7.3,90.0,7.3,90.0,,7.0,0.2,0.0,1,7.292857142857143,6.575,6.575,6.9,-0.39999999999999947,0
1038306,546,Getafe,530,1,162123,Ilaix Moriba,45.0,6.6,F,2024-05-15 20:00:00+00:00,6.6,45.0,6.6,45.0,,7.0,0.1,0.0,1,6.575,7.292857142857143,7.292857142857143,6.3,-0.2999999999999998,0
1038306,530,Atletico Madrid,546,0,136117,Rodrigo Riquelme,23.0,6.7,M,2024-05-15 20:00:00+00:00,6.7,23.0,6.7,23.0,,7.0,0.051111111111111114,0.0,1,7.292857142857143,6.575,6.575,6.6,-0.10000000000000053,0
1038306,546,Getafe,530,1,2671,Jaime Mata,45.0,6.7,F,2024-05-15 20:00:00+00:00,6.7,45.0,6.7,45.0,,7.0,0.1,0.0,1,6.575,7.292857142857143,7.292857142857143,6.3,-0.40000000000000036,0
1038306,546,Getafe,530,1,143,Carles Aleñá,45.0,6.3,M,2024-05-15 20:00:00+00:00,6.3,45.0,6.3,45.0,,7.0,0.1,0.0,1,6.575,7.292857142857143,7.292857142857143,6.5,0.20000000000000018,1
1038305,531,Athletic Club,538,0,182617,Beñat Prados,75.0,6.6,M,2024-05-15 20:00:00+00:00,6.6,75.0,6.6,75.0,,7.0,0.16666666666666666,0.0,1,6.58125,6.8625,6.8625,6.9,0.3000000000000007,1
1038306,546,Getafe,530,1,465838,Alberto Risco,20.0,6.3,M,2024-05-15 20:00:00+00:00,6.3,20.0,6.3,20.0,,7.0,0.044444444444444446,0.0,1,6.575,7.292857142857143,7.292857142857143,6.9,0.6000000000000005,1
1038306,546,Getafe,530,1,162030,Jordi Martín,45.0,6.7,M,2024-05-15 20:00:00+00:00,6.7,45.0,6.7,45.0,,7.0,0.1,0.0,1,6.575,7.292857142857143,7.292857142857143,6.3,-0.40000000000000036,0
1038305,531,Athletic Club,538,0,182641,Imanol García de Albéniz,90.0,6.2,D,2024-05-15 20:00:00+00:00,6.2,90.0,6.2,90.0,,7.0,0.2,0.0,1,6.58125,6.8625,6.8625,6.6,0.39999999999999947,1
1038306,530,Atletico Madrid,546,0,56,Antoine Griezmann,87.0,9.2,M,2024-05-15 20:00:00+00:00,9.2,87.0,9.2,87.0,,7.0,0.19333333333333333,0.0,1,7.292857142857143,6.575,6.575,7.3,-1.8999999999999995,0
1038305,538,Celta Vigo,531,1,162712,Óscar Mingueza,45.0,7.2,D,2024-05-15 20:00:00+00:00,7.2,45.0,7.2,45.0,,7.0,0.1,0.0,1,6.8625,6.58125,6.58125,6.9,-0.2999999999999998,0
1038305,538,Celta Vigo,531,1,269163,Williot Swedberg,77.0,7.5,F,2024-05-15 20:00:00+00:00,7.5,77.0,7.5,77.0,,7.0,0.1711111111111111,0.0,1,6.8625,6.58125,6.58125,6.9,-0.5999999999999996,0
1038306,530,Atletico Madrid,546,0,2669,Mario Hermoso,90.0,7.0,D,2024-05-15 20:00:00+00:00,7.0,90.0,7.0,90.0,,7.0,0.2,0.0,1,7.292857142857143,6.575,6.575,6.6,-0.40000000000000036,0
1038306,530,Atletico Madrid,546,0,53,Ángel Correa,67.0,7.0,F,2024-05-15 20:00:00+00:00,7.0,67.0,7.0,67.0,,7.0,0.14888888888888888,0.0,1,7.292857142857143,6.575,6.575,7.3,0.2999999999999998,1
1038305,531,Athletic Club,538,0,183848,Julen Agirrezabala,28.0,6.3,G,2024-05-15 20:00:00+00:00,6.3,28.0,6.3,28.0,,7.0,0.06222222222222222,0.0,1,6.58125,6.8625,6.8625,6.7,0.40000000000000036,1
1038306,546,Getafe,530,1,195923,José Ángel Carmona,90.0,6.6,D,2024-05-15 20:00:00+00:00,6.6,90.0,6.6,90.0,,7.0,0.2,0.0,1,6.575,7.292857142857143,7.292857142857143,6.2,-0.39999999999999947,0
1038306,546,Getafe,530,1,364415,Yellu Santiago,33.0,6.7,M,2024-05-15 20:00:00+00:00,6.7,33.0,6.7,33.0,,7.0,0.07333333333333333,0.0,1,6.575,7.292857142857143,7.292857142857143,6.3,-0.40000000000000036,0
1038306,546,Getafe,530,1,162028,Juanmi Latasa,45.0,6.9,F,2024-05-15 20:00:00+00:00,6.9,45.0,6.9,45.0,,7.0,0.1,0.0,1,6.575,7.292857142857143,7.292857142857143,6.7,-0.20000000000000018,0
1038306,546,Getafe,530,1,18867,Diego Rico,45.0,5.9,D,2024-05-15 20:00:00+00:00,5.9,45.0,5.9,45.0,,7.0,0.1,0.0,1,6.575,7.292857142857143,7.292857142857143,6.9,1.0,1
1038306,530,Atletico Madrid,546,0,29,Jan Oblak,90.0,7.3,G,2024-05-15 20:00:00+00:00,7.3,90.0,7.3,90.0,,7.0,0.2,0.0,1,7.292857142857143,6.575,6.575,7.2,-0.09999999999999964,0
1038305,531,Athletic Club,538,0,104853,Asier Villalibre,62.0,6.6,F,2024-05-15 20:00:00+00:00,6.6,62.0,6.6,62.0,,7.0,0.13777777777777778,0.0,1,6.58125,6.8625,6.8625,6.6,0.0,0
1038306,530,Atletico Madrid,546,0,126936,Samuel Lino,76.0,7.9,D,2024-05-15 20:00:00+00:00,7.9,76.0,7.9,76.0,,7.0,0.1688888888888889,0.0,1,7.292857142857143,6.575,6.575,7.5,-0.40000000000000036,0
1038306,546,Getafe,530,1,6168,Omar Alderete,90.0,6.7,D,2024-05-15 20:00:00+00:00,6.7,90.0,6.7,90.0,,7.0,0.2,0.0,1,6.575,7.292857142857143,7.292857142857143,6.5,-0.20000000000000018,0
1038306,530,Atletico Madrid,546,0,31,José María Giménez,90.0,7.7,D,2024-05-15 20:00:00+00:00,7.7,90.0,7.7,90.0,,7.0,0.2,0.0,1,7.292857142857143,6.575,6.575,7.3,-0.40000000000000036,0
1038306,530,Atletico Madrid,546,0,48,Saúl Ñíguez,14.0,6.6,M,2024-05-15 20:00:00+00:00,6.6,14.0,6.6,14.0,,7.0,0.03111111111111111,0.0,1,7.292857142857143,6.575,6.575,5.9,-0.6999999999999993,0
